Course Code,Course Title,Credit Hrs,Lecturer Name,Room Name,Day,Time,course_level,Semester,start_time,no_of_students,enrollment
INFT 281 / COSC 280 / BBIS 110,Management Information Systems [Sec A] / Information Systems [Sec A] / Introduction to Business Information Systems [Sec A],3.0,R. W. Ambeh-Doh,CS1,Wednesday,2:00 PM - 4:30 PM,200,1,2:00 PM,30,30
BBIS 338,Enterprise Systems [Sec A],3.0,R. W. Ambeh-Doh,CS2,Monday,2:00 PM - 4:30 PM,300,1,2:00 PM,30,30
INFT 115,Information Technology Foundation [Sec A],3.0,R. W. Ambeh-Doh,American High,Tuesday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
INFT 480 / BBIS 304,Data Warehousing [Sec A] / Business Intelligence and Dataware Housing [Sec A],3.0,S. Ganu,CS2,Monday,10:00 AM - 12:30 PM,400,2,10:00 AM,30,30
BBIS 488,Decision Support Systems [Sec A],3.0,S. Ganu,CS3,Tuesday,10:00 AM - 12:30 PM,400,2,10:00 AM,30,30
COSC 240 / INFT 240,Systems Programming {Sec A] / DotNet Programming [Sec A],3.0,S. Ganu,CS1,Tuesday,2:00 PM - 4:30 PM,200,1,2:00 PM,30,30
INFT 410,Internet-Enabled Applications Systems Development,3.0,S. Sebuabe,CS2,Tuesday,10:00 AM - 12:30 PM,400,1,10:00 AM,30,30
INFT 340,Computer Vision: Concepts and Application [Sec A],3.0,S. Sebuabe,CS3,Tuesday,7:00 AM - 9:30 AM,300,2,7:00 AM,30,30
COSC 250 / BBIS 203,Computer Ethics [Sec A] / IT Professional Ethics and Practice [Sec A],3.0,S. Sebuabe,American High,Wednesday,2:00 PM - 4:30 PM,200,1,2:00 PM,30,30
MATH 112,Calculus I [Sec A],3.0,Dr. G. Biney,CS1,Monday,2:00 PM - 4:30 PM,100,2,2:00 PM,30,30
MATH 214,Multivariable Calculus [Sec A],3.0,Dr. G. Biney,CS2,Friday,7:00 AM - 9:30 AM,200,2,7:00 AM,30,30
COSC 470 / INFT 470,Computer & Cyber Forensics,3.0,M. Asare,CS2,Thursday,7:00 AM - 9:30 AM,400,1,7:00 AM,30,30
INFT 446,Systems and Network Administration [Sec A],3.0,M. Asare,CS1,Friday,7:00 AM - 9:30 AM,400,2,7:00 AM,30,30
INFT 459 / COSC 352,Enterprise Information Security [Sec A] / Computer Security [Sec A],3.0,M. Doe,CS3,Wednesday,7:00 AM - 9:30 AM,400,1,7:00 AM,30,30
INFT 420,Computer-Human Interaction [Sec A],3.0,M. Doe,CS2,Tuesday,7:00 AM - 9:30 AM,400,2,7:00 AM,30,30
MATH 101,Algebra [Sec A],3.0,Prof. W. Oblitey,CS LAB,Tuesday,2:00 PM - 4:30 PM,100,1,2:00 PM,30,30
MATH 171,Introductory Mathematics for Computer Science,3.0,Prof. W. Oblitey,CS1,Monday,10:00 AM - 12:30 PM,100,1,10:00 AM,30,30
BBIS 226,Business Process Modeling and Workflow [Sec A],3.0,Prof. W. Ofoe Larkotey,CS2,Monday,7:00 AM - 9:30 AM,200,1,7:00 AM,30,30
BBIS 432,IS Consultancy Practices Solution Develop [Sec A],3.0,Prof. W. Ofoe Larkotey,CS3,Thursday,10:00 AM - 12:30 PM,400,2,10:00 AM,30,30
COSC 370 / INFT 370,Operations Research [Sec A] / Management Science [Sec A],3.0,Dr. A. Adu-Sackey,CS2,Friday,10:00 AM - 12:30 PM,300,1,10:00 AM,30,30
PHYS 103,Physics [Sec A],3.0,J. Okyere Asirifi,CS LAB,Tuesday,7:00 AM - 9:30 AM,100,1,7:00 AM,30,30
MATH 172,Discrete & Continuous Mathematics [Sec A],3.0,Prof. L. Asiedu,CS3,Monday,2:00 PM - 4:30 PM,100,2,2:00 PM,30,30
STAT 384,Probability and Statistics [Sec A],3.0,TBA,CS1,Thursday,2:00 PM - 4:30 PM,300,2,2:00 PM,30,30
